title,company,location,description,salary_min,salary_max,contract_type,category,created_date,redirect_url,source,search_term,search_location,collected_date
"Sr Front End Engineer, AGI Information",Amazon,"El Segundo, Los Angeles County","Description AGI Information is responsible to make the world's information accessible for AI models and customers everywhere. Our team within Info org is responsible for defining and delivering engaging, natural conversational and proactive experiences, with easy-to-understand and content rich information that is relevant to every customer and optimized for every modality. As a front-end engineer on the team, you will get to collaborate with product managers, UX designers, senior and peer-level…",136612.73,136612.73,,IT Jobs,2025-06-25T07:23:44Z,https://www.adzuna.com/details/5267258072?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Los Angeles, CA",2025-06-25 12:52:23
"Staff Software Engineer, iOS, Content, Level 6",Snap Inc.,"Pico Heights, Los Angeles County","Snap Inc (https://www.snap.com/en-US/) is a technology company. We believe the camera presents the greatest opportunity to improve the way people live and communicate. Snap contributes to human progress by empowering people to express themselves, live in the moment, learn about the world, and have fun together. The Company's three core products are Snapchat (https://www.snapchat.com/) , a visual messaging app that enhances your relationships with friends, family, and the world; Lens Studio (htt…",127693.13,127693.13,,IT Jobs,2025-06-25T07:22:03Z,https://www.adzuna.com/details/5267253313?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Los Angeles, CA",2025-06-25 12:52:23
Senior Offensive Security Engineer - Embedded Systems,Silvus Technologies,"Pico Heights, Los Angeles County","THE COMPANY Silvus Technologies is dedicated to one mission: connecting those who keep us safe. We do so by delivering the most advanced Mobile Ad-hoc Network (MANET) radios powered by our custom and ever evolving Mobile-Networked MIMO waveform. Together, our radios and waveform provide the vital communications for mission critical applications in the harshest environments from underground tunnels to high altitude balloons. Silvus StreamCaster® radios are being rapidly adopted by customers all …",166188.16,166188.16,,IT Jobs,2025-06-25T07:22:01Z,https://www.adzuna.com/details/5267253275?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Los Angeles, CA",2025-06-25 12:52:23
Financial Services - Consulting - Guidewire - Business Analyst - Senior,EY,"Pico Heights, Los Angeles County","Location: Anywhere in country. At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. Guidewire - Business Analyst - Senior EY is a leader in serving the global financial services marketplace and the only professional services firm with a separate business unit dedicated to the financial services industry - the Financial…",137453.55,137453.55,,Consultancy Jobs,2025-06-25T07:21:39Z,https://www.adzuna.com/details/5267252139?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Los Angeles, CA",2025-06-25 12:52:23
Financial Services - Consulting - Guidewire - Business Analyst - Manager,EY,"Pico Heights, Los Angeles County","Location: Anywhere in country. At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. Guidewire - Business Analyst - Manager EY is a leader in serving the global financial services marketplace and the only professional services firm with a separate business unit dedicated to the financial services industry - the Financia…",138897.27,138897.27,,Consultancy Jobs,2025-06-25T07:21:39Z,https://www.adzuna.com/details/5267252125?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Los Angeles, CA",2025-06-25 12:52:23
Financial Services - Consulting - Guidewire - Technical Consultant - Senior,EY,"Pico Heights, Los Angeles County","Location: Anywhere in country. At EY, we're all in to shape your future with confidence. We'll help you succeed in a globally connected powerhouse of diverse teams and take your career wherever you want it to go. Join EY and help to build a better working world. Guidewire - Technical Consultant - Senior EY is a leader in serving the global financial services marketplace and the only professional services firm with a separate business unit dedicated to the financial services industry - the Finan…",147884.12,147884.12,,IT Jobs,2025-06-25T07:21:39Z,https://www.adzuna.com/details/5267252131?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Los Angeles, CA",2025-06-25 12:52:23
Principal Linux Administrator,RTX Corporation,"El Segundo, Los Angeles County","Date Posted: 2025-06-23 Country: United States of America Location: CA222: 2006 E El Segundo Blvd BldgE04 2006 East El Segundo Boulevard Building E04, El Segundo, CA, 90245 USA Position Role Type: Onsite U.S. Citizen, U.S. Person, or Immigration Status Requirements: Active and transferable U.S. government issued security clearance is required prior to start date.? U.S. citizenship is required, as only U.S. citizens are eligible for a security clearance? Security Clearance: DoD Clearance: Top Se…",127836.42,127836.42,,IT Jobs,2025-06-25T07:21:19Z,https://www.adzuna.com/details/5267251527?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Los Angeles, CA",2025-06-25 12:52:23
Sr. Principal Software IPT Lead,Northrop Grumman,"Pico Heights, Los Angeles County","RELOCATION ASSISTANCE: No relocation assistance available CLEARANCE TYPE: Secret TRAVEL: Yes, 10% of the Time Description At Northrop Grumman, our employees have incredible opportunities to work on revolutionary systems that impact people's lives around the world today, and for generations to come. Our pioneering and inventive spirit has enabled us to be at the forefront of many technological advancements in our nation's history - from the first flight across the Atlantic Ocean, to stealth bomb…",186933.44,186933.44,,IT Jobs,2025-06-25T07:20:45Z,https://www.adzuna.com/details/5267250630?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Los Angeles, CA",2025-06-25 12:52:23
Software Engineer II,ManpowerGroup,"Pico Heights, Los Angeles County","Title: Software Engineer II - Angular, API, Azure Location: Sylmar, CA 91342 Duration: 12 Months | 100% Onsite Pay Range: $50/ hr - $53/ hr (W2) We are looking for a ""Software Engineer II - Angular, API, Azure "" to join one of our Leading Healthcare Client. Overview: A leading medical device organization is seeking a Software Engineer II to join the Clinical Solutions team onsite in Sylmar, CA. This contract role involves architecting, designing, and developing web-based applications to support…",108311.0,108311.0,,IT Jobs,2025-06-25T07:19:57Z,https://www.adzuna.com/details/5267250011?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Los Angeles, CA",2025-06-25 12:52:23
Software Engineer (Java/TypeScript),Tyler Technologies,"Lakewood, Los Angeles County","Description The Software Engineer is responsible for coding, testing, and documenting application programs that are moderate to complex in nature, working with accepted development department standards and procedures. Responsibilities Participate in analyzing, designing, writing and testing code, documenting and implementing functionally appropriate, technically sound, and well-integrated application systems. This is completed in accordance with customer requirements and organizational methodol…",95810.82,95810.82,,IT Jobs,2025-06-25T07:00:59Z,https://www.adzuna.com/details/5267236522?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Los Angeles, CA",2025-06-25 12:52:23
"Guidance, Navigation & Control (GNC) Engineer – Space Technology",Connect Staffing and Consulting,"Los Angeles, Los Angeles County","Guidance, Navigation & Control (GNC) Engineer – Space Technology Location: Los Angeles, CA (Hawthorne) | Hybrid/Onsite About the Opportunity Are you ready to help shape the future of clean energy from space? Join a fast-growing, Series A-funded space technology startup on a mission to deliver sunlight to Earth after dark—enabling solar power around the clock. With a dynamic team of ~20 engineers and recent backing from top-tier venture investors, this is your chance to take real ownership, move…",140000.0,240000.0,,Engineering Jobs,2025-06-25T05:51:12Z,https://www.adzuna.com/details/5267059168?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Los Angeles, CA",2025-06-25 12:52:23
Full-Stack Software Engineer,KB Search Team,"Market, Los Angeles County","Mid-Level Full Stack Engineer We're looking for a sharp, mission-driven Full Stack Engineer to help us build the next generation of our AI-powered platform. If you’re excited by the opportunity to work on cutting-edge products that directly impact people’s lives—and you thrive in a fast-paced, early-stage environment—this role is for you. What You’ll Do: Build and ship end-to-end features across the stack using React, Remix, TailwindCSS, and TypeScript Integrate AI/LLM tools (OpenAI, Anthropic,…",135000.0,160000.0,,IT Jobs,2025-06-25T05:10:33Z,https://www.adzuna.com/land/ad/5267034782?se=tiMbxORR8BGDDIRoo7hLsQ&utm_medium=api&utm_source=9c54ed3b&v=F25A0963EDA699A278DF3C21787C1ABFA83CA16D,adzuna,Software Engineer,"Los Angeles, CA",2025-06-25 12:52:23
Embedded Firmware Engineer,Connect Staffing and Consulting,"Hawthorne, Los Angeles County","Embedded Firmware Engineer Location: Hawthorne, CA (Los Angeles Area) | Onsite About the Opportunity A stealth-mode, venture-backed aerospace startup in the Los Angeles area is pioneering a first-of-its-kind technology: satellites designed to extend the impact of solar energy after sunset. With a recent Series A raise from leading investors, this ~20-person engineering team is gearing up for their first orbital launch in 2026. Led by industry veterans with deep experience in space hardware, the…",100000.0,180000.0,,Engineering Jobs,2025-06-25T04:52:51Z,https://www.adzuna.com/details/5267017737?utm_medium=api&utm_source=9c54ed3b,adzuna,Software Engineer,"Los Angeles, CA",2025-06-25 12:52:23
